,unique_id,city,job_qry,job_title,company_name,summary,link,date,period,min_salary,max_salary,min_ago
1639,p_032f5041628a1780,New York,business+analyst,Business and Data Analyst Manager,New York City ADMIN FOR CHILDREN'S SVCS,"Under managerial direction, with wide latitude for independent judgment and initiative, the Business and Data Analyst Manager (BDAM) will be responsible for...",https://www.indeed.com/rc/clk?jk=032f5041628a1780&fccid=3dd3aa4c732ecbeb&vjs=3,30+ days ago,year,63817.0,95022.0,43200
1642,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPrQjejB4JuZddu2YRpRaDrXgU5c2tmqEpS0dDcCDz6BZJWufAfEOmecQwrh0A28KKMHPr6EDS-nXsmhQ3xp1fliSPQ2LbtYVz3X-gu0uamSshPBQI13w1fiZcZetOaGsoq6aEbwSvl14fqnVkkDX9WbQHqRWhIkUSDgC1J7SKLJmezkBJpGODcDtEt2uVQsr75tYtRfpTJg8v9aBT4_V_UHrl6tdwAShlpjw_ueBiSXDJVoCm4gHUeImeX2lpKBA1UniKAmVCZYIOJ6nGVamtD447NeONbBlq4BS-z33N3MIkaqv2qrHV3OQ==&p=12&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1662,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPrQjejB4JuZdf5zHwIn5lGY3q4upLf1dn43I6E0WmTk9GrStcYzbq-qfy4iqnokajq4M5p62Zqj1wTAQCgCfC1gA6kEF58yrI5tlYs65MrJspeSHVOVgs9IhRYAnUWRXhNSLSKgf2kPllT8hrNeeelN5MWa8pGp_5Hf-0_4WBiAlqVZH5kPR2_9uB829z32wnLINEYQgJQHGCwe9sgheFKnE8uNO8gJMhepjAjEsUSEN44W-qa2-AaTzAuFnAt8d9jUMBkaOJwVZrW0qUR0AVK83GBQgzPb1072bSg35s9VN9YBHDhCscz0g==&p=15&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1664,p_61fcf03fa2706f94,New York,business+analyst,"Summer Internship- Business Analytics and Technology Intern - Transportation, Technology and Workforce Unit","Budget, Division of","Experience, academically or professionally, with fundamental business analysis and project management concepts;...",https://www.indeed.com/rc/clk?jk=61fcf03fa2706f94&fccid=84625f7a6b966cd3&vjs=3,30+ days ago,hour,31200.0,37440.0,43200
1674,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr087maDukBQrU4cOrD_TMiLlDzx6Xi688-asrMUj8dFvr-FMQFReEFdCyuilgBHNiuZ74Ya2orPD7LTZf3wpnvXGZ4STf4W6TDKLmPizZ5jHRD5t-tGlv3AMNZZ7SI9ZU7iJ_Sdy5PVyk1BXBpIyAVNg_3Kn_J9d7gE5h0QfhK4dGNIB0ZhaWr8vsNpeiwL3rX0S5a_FQ7W_yWFTdJ3emZNB23gJXoZUrhfgbwsuqnhA_60ztaILkKht-YPDiXWJmy09uJiSJYi8_zKZAaUowxgYAk-ELv0JLBG4z-Pf8Ze7pHEVcccG8KA==&p=10&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1687,p_f3794d118c8d9c6f,New York,business+analyst,Business Systems Analyst,"eiWorkflow Solutions, LLC",Business Systems Analyst. 84 Months of experience leading business process analysis sessions with customers using various agile techniques designed to help...,https://www.indeed.com/rc/clk?jk=f3794d118c8d9c6f&fccid=98070ebf04a22a18&vjs=3,29 days ago,year,70000.0,105000.0,41760
1689,p_65f128e8643080ab,New York,business+analyst,Senior Business Analyst,Willis Towers Watson,"Senior IT Business Analyst, preferably in the healthcare industry. Demonstrated ability to decompose high level business requirements into granular business...",https://www.indeed.com/rc/clk?jk=65f128e8643080ab&fccid=52f90de7b5346a08&vjs=3,30+ days ago,year,85000.0,127000.0,43200
1690,p_d13b2ca8d0b1b8fc,New York,business+analyst,Senior Business Analyst / COO (Quantitative Market Making and Flow Indexation),Société Générale,"Senior Business Analyst / COO (Quantitative Market Making and Flow Indexation) (SG Americas Securities, LLC, New York, NY). Please send resume to:....",https://www.indeed.com/rc/clk?jk=d13b2ca8d0b1b8fc&fccid=df6948c9b8da6236&vjs=3,5 days ago,year,134000.0,200000.0,7200
1694,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr087maDukBQqka8fFQsjrcxiu3YjsDVkogWT_4rTWQ41sK-lXfPRSO4yHsM0P2-Ho2aXOZYRncn350IstFeS8VMnllHKVsQfD7PQbDJY-UuO7WXyqBzBdgNBgUO-rq3SGSCAYrvlaYrGbWzD3BD0YloOMe19NXWg0YHlr4e5fOpnPuZlm9TzQa2vWgoGLcT_MWCJFtWPzAgUoYAZjIcXBY6ihq5lPXHAFO3F98wKpHeYu1H_3K72iFLmeGhqBpewQruKRtafh3I7bt5cuFO-lH8JDzs4Hv01mvRkyWPgyP8rw4SW9GLm2yA==&p=12&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1717,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr087maDukBQr96BgsMiO_LBPS_A2yx5u4qMQDhyVHY5NMQdQRkLIvAnOi8ZxFuvBxQpcENbNO1ZxLJm9KXquZbWj9Qn71hjZ0IpwEtPYk1iB9MekzDgNhYvjUtPyruUIG4vAw-K-NMGLNEzGWIF2NqErnU9kVNrrn7Kgh0i17V_8377tQCfC5DwgUpYcRRQvRv4dm8D74Fsq-QVESYk18DeNqVCLnclV96DYmMwEUuT_XBGqtLPV9FK3959Sy15SBe9EdKCtkE8XjjMJdpph_AKitldbo4DNI2Q2eJIgv5lKD_Nk1ouiJkg==&p=18&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1718,p_b35d5e368e66faea,New York,business+analyst,Sr. P&C Business Analyst,Ebix Inc.,Certified Business Analyst Professional (CBAP) is a plus. Experienced with Agile SCRUM methodology and business analysis methodologies;...,https://www.indeed.com/rc/clk?jk=b35d5e368e66faea&fccid=9b13af7ee091a278&vjs=3,30+ days ago,year,100000.0,149000.0,43200
1727,p_d38f7bcfe038c0aa,New York,business+analyst,Taxpayer Business Analyst for Data Analytics & Program Evaluation,New York City DEPARTMENT OF FINANCE,"Counsel taxpayers on business case issues. The Office of the Taxpayer seeks a dynamic, experienced leader to serve as the Taxpayer Business Analyst for Data...",https://www.indeed.com/rc/clk?jk=d38f7bcfe038c0aa&fccid=4500f579ddd13a3b&vjs=3,12 days ago,year,87768.0,88040.0,17280
1736,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPrhXFzrwKgEqiXri5cMpZ7X_8a9awQTcaOzTOMchLIJWbn8qMpzb0YhPSEB1jjPGZUBeVic70dfBfmkLUXR8jR7Rlh9MbW0ovQ_dbL4SWfUIkHnna1qR7xv-9fihZMK2ssAJymw1g-anqa4VXg8j0sZcNZj_OVcrsECcc1vX1Uz3pGwLUqxRPR9xM5M77rm_BRSB8Tl6S_NKQZy-eU3gJtWYN6YV5wb-Qaq8yRMuHr_syMEFR_l2UpLoo7z_72MNQZTfvImOS2HsTxcpauSmzBvT03klpBRI5AB-OorkrX18vGHAKti2JdKA==&p=18&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1740,p_8c76944c4d200958,New York,business+analyst,"Business Analyst & Reporting Analyst II - Foreclosure, Bankruptcy and Property Preservation",M&T Bank,Identify resources that can be utilized to support business operations or improve existing business processes....,https://www.indeed.com/rc/clk?jk=8c76944c4d200958&fccid=0e36880b18d20c75&vjs=3,12 days ago,year,79000.0,118000.0,17280
1741,p_e9272b804521bea0,New York,business+analyst,Senior Business & Systems Analyst,Morgan Stanley,"For example - Agile plug-ins for JIRA, Scrum and Product backlog management, BDD using tools like JBehave or Cucumber etc.Demonstrable experience in utilizing...",https://www.indeed.com/rc/clk?jk=e9272b804521bea0&fccid=0c39fb2c91742dcf&vjs=3,14 days ago,year,112000.0,166000.0,20160
1743,p_7d204a79e228ac3e,New York,business+analyst,Financial Analyst - Prominent Business in Syracuse!,PARKERPOWER CORPORATION,"Our client, a gold standard in their industry, is looking for a highly motivated and experienced senior financial analyst for their well-established business in...",https://www.indeed.com/company/Parkerpower-Corporation/jobs/Financial-Analyst-7d204a79e228ac3e?fccid=f109ed0168636428&vjs=3,16 days ago,year,68000.0,96000.0,23040
1745,p_8a78ca416c2564cd,New York,business+analyst,Senior Business Analyst,Getty Images,"Perform ad hoc analysis to investigate business performance/trends, developing into a key business partner to various executive and other business stakeholders....",https://www.indeed.com/rc/clk?jk=8a78ca416c2564cd&fccid=c68f858ef73a0c44&vjs=3,5 months ago,year,77000.0,115000.0,216000
1755,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPrhXFzrwKgEqgYlZQEJoFlVVqYz2OIJMhc0qSjPqMsIZt82NNRiu-jLnKMB4WwHbM8VibKCJnXGmw_0lcCL3nrVqjBJHKgBGKs_9HFn_UDHg8dXHlCagSIiBoFIKbQGCR8VOWBamofuGlnVChm1Yoi9qYFUqD2LfSNQJOJyOlp3r_J_nnw9WK9rLFa9D2NPtOH4V2D8irhsMKzxDoTGA6r34z4CdNwzGW1p9QXSP0PSpHNpfMccEGHQ2c905uTz8X3a8N0jZEiOnDZjMdKK1LQxswTkLvwhtgRl_Qdkd4lwDBvr2kTVnksVw==&p=18&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1774,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPrhXFzrwKgEqg6cFFSmhGnMFWGF4Myb8QQZZp23Gzrgy7NptlcEw7PKFyLGn23TUJ0y0K7Hsc6yIMyZyyNzufr7oXQbxBi5_yWOrrv5kcODBvKvQIEuyy_UCW-KOI9MVHkOrafGDGTZdm6-gNNYoiVZ0EwzVc4Cmom4UZT9NxVyXn5-Cm-pARBvu7gv_I0jIfMuawsOj4j6Uizvrq7WV7ondbTMRHSDN8zGdxNW6Eol6yDOkgsLmWU_-XMtyF8G-WnLz4I4hYcmwKgwstJxT0O_Cl5g_C5XdPY-xaF1WBVsE2NbXmdDXMQeQ==&p=18&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1780,pj_7314961a8538ca08,New York,data+scientist,Data Scientist II,Delaware North,"Data processing in SAS, SQL or equivalent. To be a good fit for the Data Scientist II opportunity, you will have:....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQQMNNyqNjCM2Ss8_0wIju34F4ebM12AszmRjXLbmcorpFw7ICmljTQONIfsIOl7Ycm4Qu0VNiO-94q1yeHCQs7yIfF20ngDQeuv2WkFAMoBhw4gUkpwy2pvLZIYUcImJYM0U-OGwh6ncCGpdTWHFG44CLDI66JBesd89UjCiYoFBgT_RVW_9S2sVwCKE7eI8wk0J_o2--2iNFuxcd4SWO6omKoUq3cbh0p9oAQd2SEt9Q-v8Mc7tPr7Ia0H3JFz4ZGH8iMw7XdsvZ0Yb_fPr4YVsyEeRCcYoYL_3SqlLRcGewtIQu1Fv-jL7ixnIz2yngZY1cipQCzu3yssNbPDh29mKvhhOwcMxJv0H-2-Ru6iMKyQngwGycNUkxUNjON7fd9IONclcTyDLciKMOAAmTBAr5ij2uuS_k7iA8680pxQ==&p=5&fvj=0&vjs=3,2 hours ago,year,93000.0,137000.0,120
1781,p_fb5f4c72a859e810,New York,data+scientist,Data Scientist,Slice,3+ years of specialized experience in Data Science or Advanced Analytics solving complex analytical problems in a technology environment....,https://www.indeed.com/rc/clk?jk=fb5f4c72a859e810&fccid=cf79f96fb3ec99fe&vjs=3,9 days ago,year,104000.0,153000.0,12960
1784,p_7152f1574b417810,New York,data+scientist,"Data Scientist,Creator Marketplace – all levels",Spotify,The Creator Product Insights Team is a thriving insights community of 20+ Data Scientists and User Researchers who blend their skills to help us shape the...,https://www.indeed.com/rc/clk?jk=7152f1574b417810&fccid=fe404d18bb9eef1e&vjs=3,23 hours ago,year,115000.0,170000.0,1380
1785,p_726b6a632956a6e0,New York,data+scientist,Data Scientist,Otis Wealth,Our data scientists analyze millions of data points within art & collectibles to generate quantitative signals....,https://www.indeed.com/rc/clk?jk=726b6a632956a6e0&fccid=471a79c8101fc39b&vjs=3,30+ days ago,year,75000.0,125000.0,43200
1787,p_d0783f0192e53d69,New York,data+scientist,Data Scientist – Premium Conversion,Spotify,"Analytics tools experience (such as SQL, Pandas, R, Spark or similar). You’re capable of mentoring more junior data scientists to set them up for success....",https://www.indeed.com/rc/clk?jk=d0783f0192e53d69&fccid=fe404d18bb9eef1e&vjs=3,14 days ago,year,121000.0,179000.0,20160
1788,p_fbbeed55473dfd05,New York,data+scientist,Data Scientist,Disney Streaming Services,"The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,...",https://www.indeed.com/rc/clk?jk=fbbeed55473dfd05&fccid=4b5d257051285786&vjs=3,30+ days ago,year,98000.0,145000.0,43200
1789,p_de83cca63921fba8,New York,data+scientist,"Data Scientist, TMBO",the NBA,"The primary focus for this fast paced and collaborative department is on all aspects of business operations, including ticket sales and service, sponsorship,...",https://www.indeed.com/rc/clk?jk=de83cca63921fba8&fccid=ec00141efcac3522&vjs=3,16 days ago,year,107000.0,158000.0,23040
1790,p_b59410cae51ba8ef,New York,data+scientist,Data Scientist,Rent the Runway,We also use R for ad-hoc modeling and analysis. Mine the data ecosystem & find fruitful signals. Passion for data and its ability to drive serious business...,https://www.indeed.com/rc/clk?jk=b59410cae51ba8ef&fccid=bd77e92c73ca8df3&vjs=3,30+ days ago,year,98000.0,144000.0,43200
1813,pj_7314961a8538ca08,New York,data+scientist,Data Scientist II,Delaware North,"Data processing in SAS, SQL or equivalent. To be a good fit for the Data Scientist II opportunity, you will have:....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQQMNNyqNjCM2Ss8_0wIju34F4ebM12AszmRjXLbmcorpFw7ICmljTQONIfsIOl7Ycm4Qu0VNiO-94q1yeHCQs7yIfF20ngDQeuv2WkFAMoBhw4gUkpwy2pvLZIYUcImJYM0U-OGwh6ncCGpdTWHFG44CLDI66JBfjr0CZ1k7Pvi0liwt5NSRFxB4-ckeg4-0CW-zWmUkFfdPhgH-HX-tdyBGQn3YgAVmVB9DIu7sqxGZoCOlSw0eT37MLMX6eUo2OquQpA4IxB84YiqDgOlLpMj6kCw5gwBqEzn2ib020-v5St2ia06pmmOaHsA4eaJ9EdMo37ivfJB3kUpXmW-TOJ8qFzZnVHquyf_XMUIZb1zcjJyGfrr0kNjFecfueQeebmks0XiNn6UO1yR0LmdplbOtN5H_yyDWsAoB5pG62_Q==&p=1&fvj=0&vjs=3,2 hours ago,year,93000.0,137000.0,120
1817,p_52ade1ce52580042,New York,data+scientist,Data Scientist I,AIG,"Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and...",https://www.indeed.com/rc/clk?jk=52ade1ce52580042&fccid=9a92a4bf81326e1e&vjs=3,19 days ago,year,103000.0,152000.0,27360
1822,p_92c5bee232ab896d,New York,data+scientist,Data Scientist,Verizon,"At Verizon, Finance is leading the formation of an advanced analytics arm that delivers world-class insights in driving business impacts through a data driven...",https://www.indeed.com/rc/clk?jk=92c5bee232ab896d&fccid=f7029f63fe5c906e&vjs=3,19 days ago,year,123000.0,182000.0,27360
1824,p_91eab424fcf8bc5d,New York,data+scientist,"Data Science Associate, Comcast Ventures",Comcast,"Comcast Ventures is seeking a data scientist to take the reins of, and lead our data-driven investment effort....",https://www.indeed.com/rc/clk?jk=91eab424fcf8bc5d&fccid=ea25315ee9da22e5&vjs=3,2 days ago,year,107000.0,157000.0,2880
1825,p_900e9c2869aa39b8,New York,data+scientist,"Associate, Data Scientist",KPMG,Assist the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....,https://www.indeed.com/rc/clk?jk=900e9c2869aa39b8&fccid=2dd390c3a48a7ed0&vjs=3,6 days ago,year,81000.0,119000.0,8640
1826,p_6b0a68fe1df5d444,New York,data+scientist,Distinguished Data Scientist,Verizon,Be a subject matter expert on machine learning and predictive modeling and a mentor to junior data scientists....,https://www.indeed.com/rc/clk?jk=6b0a68fe1df5d444&fccid=f7029f63fe5c906e&vjs=3,9 days ago,year,123000.0,182000.0,12960
1836,p_cfd1b5af46a0bdec,New York,data+scientist,Data Scientist,Legends Hospitality,"The Data Scientist is responsible for the design and supervision of all historical and predictive Analytical Data Models, Analytics, and Data Science....",https://www.indeed.com/rc/clk?jk=cfd1b5af46a0bdec&fccid=a45f38b42a405742&vjs=3,16 days ago,year,103000.0,152000.0,23040
1837,p_3ed66b66f1d6f58d,New York,data+scientist,Data Scientist,VROOM,"To help out, we are looking for experienced Data Scientists to join our Data Science and Analytics Team. Own end-to-end data workflows and develop deep domain...",https://www.indeed.com/rc/clk?jk=3ed66b66f1d6f58d&fccid=2ab13947fbb2d925&vjs=3,6 days ago,year,119000.0,175000.0,8640
1838,p_f265fc84ca3dce20,New York,data+scientist,Global Data Scientist,Innovations for Poverty Action,"Demonstrated statistical programming and data management skills (Stata preferred, Python or R can substitute)....",https://www.indeed.com/rc/clk?jk=f265fc84ca3dce20&fccid=43397050619e2835&vjs=3,18 days ago,year,87000.0,128000.0,25920
1839,p_5a5c2048635ac7e1,New York,data+scientist,Data Scientist/Machine Learning Engineer,F18 consulting,"Data analysis, mining and analyzing data sets, statistical programming languages, Experience with Machine Learning, hypotheses based on brokerage metrics,...",https://www.indeed.com/company/F18-consulting/jobs/Data-Scientist-Machine-Learning-Engineer-5a5c2048635ac7e1?fccid=8aa4719115e3594c&vjs=3,12 days ago,year,80000.0,120000.0,17280
1841,p_677b7bf9be102153,New York,data+scientist,Data Scientist - Manufacturing,Mize Houser and Company PA,"Proficiency in programming languages such as SQL and Python or R and experience in big data technologies such as Hadoop, Spark....",https://www.indeed.com/company/Mize-Houser-and-Company-PA/jobs/Data-Scientist-677b7bf9be102153?fccid=2729655e6cd08af7&vjs=3,7 days ago,year,98000.0,144000.0,10080
1842,p_f9186ff19dd6e1e8,New York,data+scientist,Data Scientist,Movable Ink,"As a Data Scientist at Movable Ink, you'll be working on the core product area of Machine Learning analyzing the abundance of data at our disposal....",https://www.indeed.com/rc/clk?jk=f9186ff19dd6e1e8&fccid=ac747cfaa2c85912&vjs=3,30+ days ago,year,113000.0,167000.0,43200
1843,p_61e28663c4e5682b,New York,data+scientist,Data Scientist,Public Goods,"We are growing very fast, and are looking for a data scientist to extract, aggregate, visualize and analyze company data to help inform strategy....",https://www.indeed.com/rc/clk?jk=61e28663c4e5682b&fccid=4e460756110bc08e&vjs=3,6 days ago,year,104000.0,153000.0,8640
1844,p_f271ae157c076ee1,New York,data+scientist,Associate Data Scientist - NYC Headquarters,Unified,"As an Associate Data Scientist, you will derive impactful insights from data to drive intelligence for Unified and it’s clients....",https://www.indeed.com/rc/clk?jk=f271ae157c076ee1&fccid=6420a34b522a3a4f&vjs=3,30+ days ago,year,103000.0,151000.0,43200
1848,p_d0783f0192e53d69,New York,data+scientist,Data Scientist – Premium Conversion,Spotify,"Analytics tools experience (such as SQL, Pandas, R, Spark or similar). You’re capable of mentoring more junior data scientists to set them up for success....",https://www.indeed.com/rc/clk?jk=d0783f0192e53d69&fccid=fe404d18bb9eef1e&vjs=3,14 days ago,year,121000.0,179000.0,20160
1849,p_a8afbbf13db84e7e,New York,data+scientist,Data Scientist,The New York Times,"The Times seeks a Data Scientist to join the Data Science Group applying machine learning methods to meet this challenge, in close collaboration with working...",https://www.indeed.com/rc/clk?jk=a8afbbf13db84e7e&fccid=1b50fcfb150b1b48&vjs=3,6 months ago,year,93000.0,138000.0,259200
1850,p_ba40128ccf567d85,New York,data+scientist,Data Scientist,Macmillan Learning,"Master's or PhD in data analytics, machine learning, statistics, or related field. Extract data from multiple business systems and analyze to reveal insights...",https://www.indeed.com/rc/clk?jk=ba40128ccf567d85&fccid=e5b136febc6dcd74&vjs=3,2 days ago,year,95000.0,140000.0,2880
1852,p_5566e10e036d989e,New York,data+scientist,"Data Scientist (C13/VP) New York, NY",Citi,The candidate will be a part of a team of data scientists that will be tasked with developing predictive / scoring models using supervised and unsupervised...,https://www.indeed.com/rc/clk?jk=5566e10e036d989e&fccid=5bcd1ef0a7f4fb99&vjs=3,30+ days ago,year,99000.0,146000.0,43200
1854,p_7f41bc32acff5af5,New York,data+scientist,Data Scientist,Conde Nast,"Work with management and organizational peers to improve business results, by applying machine learning to ongoing business activities, and develop...",https://www.indeed.com/rc/clk?jk=7f41bc32acff5af5&fccid=7ca1385998532a85&vjs=3,5 months ago,year,115000.0,170000.0,216000
1855,p_d7c3d446ede6e5d8,New York,data+scientist,Data Scientist,Revlon,3 + years of data science experience. We are looking for a highly motivated and experienced data scientist to drive data-driven strategy and product decisions....,https://www.indeed.com/rc/clk?jk=d7c3d446ede6e5d8&fccid=576ff5b1dc003593&vjs=3,28 days ago,year,97000.0,143000.0,40320
1856,p_17ea3f07aab16b76,New York,data+scientist,Data Scientist - NLP (Entry to Mid-Level roles),"Honcker, Inc",Review for data inconsistencies and identify opportunities to improve data collection. Establish machine learning techniques for path to automating manual...,https://www.indeed.com/rc/clk?jk=17ea3f07aab16b76&fccid=705c35f5bfa07ceb&vjs=3,4 months ago,year,150000.0,150000.0,172800
1857,p_4d1d4fb63f6edb0d,New York,data+scientist,"Specialist, Data Management Quant Analysis",BNY Mellon,Provides analytical project management support for assigned area. Applies techniques such as SQL and querying and macro development to extract data for...,https://www.indeed.com/company/BNY-Mellon/jobs/Specialist-4d1d4fb63f6edb0d?fccid=b4048be2884af072&vjs=3,30+ days ago,year,110000.0,110000.0,43200
1867,p_2ddfc721ac7a19f5,New York,data+scientist,Machine learning engineer at an EdTech startup,Transport Learning,*Job description: * Discover and implement new technologies that yield competitive advantage using Artificial Intelligence. Collaborates with the product team...,https://www.indeed.com/company/Transport-Learning/jobs/Machine-Learning-Engineer-At-Edtech-Startup-2ddfc721ac7a19f5?fccid=6b6d25caa00a7d0a&vjs=3,3 days ago,year,70000.0,80000.0,4320
1868,p_a1081afa9a92d43b,New York,data+scientist,Data Scientist,TripleLift,"As a senior data scientist, you will responsible for exploring and leveraging our data in order to turn into actionable insights that help push the business...",https://www.indeed.com/rc/clk?jk=a1081afa9a92d43b&fccid=0cd4689d9718cc15&vjs=3,28 days ago,year,97000.0,143000.0,40320
1869,p_7ba056b7c3fbf8e7,New York,data+scientist,Data Scientist,7Park Data,"You will be joining other extremely passionate data scientists, product managers, and engineers that share a common interest in tackling some of the most...",https://www.indeed.com/rc/clk?jk=7ba056b7c3fbf8e7&fccid=30483f79c3e7ba64&vjs=3,16 days ago,year,131000.0,194000.0,23040
1870,p_726b6a632956a6e0,New York,data+scientist,Data Scientist,Otis Wealth,Our data scientists analyze millions of data points within art & collectibles to generate quantitative signals....,https://www.indeed.com/rc/clk?jk=726b6a632956a6e0&fccid=471a79c8101fc39b&vjs=3,30+ days ago,year,75000.0,125000.0,43200
1871,p_5a5c2048635ac7e1,New York,data+scientist,Data Scientist/Machine Learning Engineer,F18 consulting,"Data analysis, mining and analyzing data sets, statistical programming languages, Experience with Machine Learning, hypotheses based on brokerage metrics,...",https://www.indeed.com/company/F18-consulting/jobs/Data-Scientist-Machine-Learning-Engineer-5a5c2048635ac7e1?fccid=8aa4719115e3594c&vjs=3,12 days ago,year,80000.0,120000.0,17280
1872,p_a14ebb5bea7482b4,New York,data+scientist,Data Scientist,AETNA,"Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, generating insights to guide consumers...",https://www.indeed.com/rc/clk?jk=a14ebb5bea7482b4&fccid=7077d7e88049c02a&vjs=3,30+ days ago,year,114000.0,169000.0,43200
1873,p_de524a98d3d5edfc,New York,data+scientist,Data Scientist,Roku,"At Roku, Data Scientists leverage Big Data and machine learning to maximize efficiency and value across the business....",https://www.indeed.com/rc/clk?jk=de524a98d3d5edfc&fccid=6205ad07d42e9ccd&vjs=3,30+ days ago,year,111000.0,163000.0,43200
1874,p_85c10a0c9cc84095,New York,data+scientist,Data Scientist,New York State Office of the Attorney General,Data Scientist – New York City. The Data Scientist will be primarily responsible for:. O Data visualization software (e.g. The goal of the data scientist at....,https://www.indeed.com/rc/clk?jk=85c10a0c9cc84095&fccid=eaa4fafe5869b84d&vjs=3,12 days ago,year,92000.0,135000.0,17280
